0.098053, -0.058533, -0.020565, 0.171165
0.050110, -0.046951, -0.018503, 0.168119
0.284790, -0.036981, -0.016954, 0.169235
0.186142, -0.026388, -0.015042, 0.167009
0.615448, -0.016214, -0.013314, 0.166620
0.150345, -0.006706, -0.012180, 0.173769
0.014160, 0.003511, -0.010591, 0.175087
0.401398, 0.013892, -0.009185, 0.180294
-0.315826, -0.060004, -0.010333, 0.170163
0.600098, -0.048717, -0.008540, 0.168008
0.088531, -0.038122, -0.006826, 0.167010
-0.396698, -0.028349, -0.005253, 0.168946
-0.406372, -0.018520, -0.003727, 0.172560
-0.058594, -0.007996, -0.002034, 0.169399
0.463135, 0.002004, -0.000516, 0.171618
-0.652145, 0.012281, 0.001220, 0.178984
-0.045044, -0.061213, 0.000150, 0.168426
-0.280151, -0.050353, 0.001668, 0.167576
0.675446, -0.039728, 0.003229, 0.166744
-0.017120, -0.030053, 0.004905, 0.169198
-0.511658, -0.019712, 0.006407, 0.169041
-0.174744, -0.009707, 0.008043, 0.171537
0.662903, 0.000464, 0.009555, 0.171598
0.828857, 0.010629, 0.011308, 0.175590
-0.312286, -0.062154, 0.010054, 0.166261
0.122620, -0.052074, 0.011852, 0.167629
-0.283936, -0.041063, 0.013163, 0.165430
0.625610, -0.031359, 0.014761, 0.167733
0.332794, -0.020892, 0.016137, 0.166541
0.020416, -0.011138, 0.017989, 0.170316
0.522339, -0.001077, 0.019825, 0.174218
0.458191, 0.009133, 0.021405, 0.175013
