0.028320, -0.032595, 0.013034, 0.117659
-0.139221, -0.032418, 0.003269, 0.115954
0.058319, -0.032329, -0.006712, 0.118439
0.018707, -0.032087, -0.016927, 0.118991
0.094177, -0.022614, 0.013135, 0.117537
-0.108215, -0.022762, 0.003145, 0.116772
0.029419, -0.022898, -0.006476, 0.118334
0.007431, -0.023107, -0.017135, 0.122290
0.027618, -0.013298, 0.013649, 0.119798
0.007843, -0.012921, 0.003506, 0.119656
-0.029099, -0.012608, -0.006477, 0.117698
0.010849, -0.012769, -0.016294, 0.119266
0.057037, -0.003031, 0.013914, 0.120531
-0.040894, -0.002765, 0.003942, 0.119772
0.078659, -0.002761, -0.006119, 0.118439
0.011627, -0.002695, -0.016481, 0.119926
0.145294, 0.007163, 0.014105, 0.118847
-0.038605, 0.007163, 0.004032, 0.119504
-0.015427, 0.007263, -0.005986, 0.118936
0.072433, 0.007395, -0.015757, 0.117470
-0.006775, 0.016719, 0.013990, 0.118111
-0.070862, 0.017023, 0.004174, 0.120356
-0.017578, 0.017121, -0.005637, 0.119181
-0.032776, 0.017982, -0.016043, 0.121772
-0.008911, 0.026894, 0.014443, 0.118237
0.027374, 0.026710, 0.004396, 0.117651
-0.020355, 0.026277, -0.005312, 0.114565
0.088501, 0.026659, -0.015113, 0.116176
-0.004547, 0.036501, 0.014470, 0.117896
-0.026794, 0.037380, 0.004638, 0.120478
-0.057846, 0.036511, -0.005213, 0.117179
-0.001953, 0.037179, -0.015394, 0.118145
0.028320, -0.032595, 0.013034, 0.117659
-0.139221, -0.032418, 0.003269, 0.115954
0.058319, -0.032329, -0.006712, 0.118439
0.018707, -0.032087, -0.016927, 0.118991
0.094177, -0.022614, 0.013135, 0.117537
-0.108215, -0.022762, 0.003145, 0.116772
0.029419, -0.022898, -0.006476, 0.118334
0.007431, -0.023107, -0.017135, 0.122290
0.027618, -0.013298, 0.013649, 0.119798
0.007843, -0.012921, 0.003506, 0.119656
-0.029099, -0.012608, -0.006477, 0.117698
0.010849, -0.012769, -0.016294, 0.119266
0.057037, -0.003031, 0.013914, 0.120531
-0.040894, -0.002765, 0.003942, 0.119772
0.078659, -0.002761, -0.006119, 0.118439
0.011627, -0.002695, -0.016481, 0.119926
0.145294, 0.007163, 0.014105, 0.118847
-0.038605, 0.007163, 0.004032, 0.119504
-0.015427, 0.007263, -0.005986, 0.118936
0.072433, 0.007395, -0.015757, 0.117470
-0.006775, 0.016719, 0.013990, 0.118111
-0.070862, 0.017023, 0.004174, 0.120356
-0.017578, 0.017121, -0.005637, 0.119181
-0.032776, 0.017982, -0.016043, 0.121772
-0.008911, 0.026894, 0.014443, 0.118237
0.027374, 0.026710, 0.004396, 0.117651
-0.020355, 0.026277, -0.005312, 0.114565
0.088501, 0.026659, -0.015113, 0.116176
-0.004547, 0.036501, 0.014470, 0.117896
-0.026794, 0.037380, 0.004638, 0.120478
-0.057846, 0.036511, -0.005213, 0.117179
-0.001953, 0.037179, -0.015394, 0.118145
0.047546, -0.033153, 0.013081, 0.158716
-0.089005, -0.032455, 0.003060, 0.156448
-0.095123, -0.033214, -0.006997, 0.160656
0.072968, -0.032827, -0.017063, 0.160018
0.125641, -0.023337, 0.013390, 0.160108
0.022781, -0.023036, 0.003303, 0.159196
0.191010, -0.022820, -0.006746, 0.158994
0.076767, -0.022479, -0.016630, 0.157991
-0.079376, -0.013303, 0.013640, 0.160069
0.036728, -0.012992, 0.003577, 0.158951
-0.060181, -0.012721, -0.006441, 0.158527
-0.051407, -0.012506, -0.016450, 0.158279
-0.033173, -0.003141, 0.013707, 0.158620
0.044281, -0.002977, 0.003749, 0.159538
0.023804, -0.002707, -0.006273, 0.158532
-0.058914, -0.002645, -0.016443, 0.160350
-0.014801, 0.006795, 0.013838, 0.157998
-0.009888, 0.007057, 0.003973, 0.160400
-0.045273, 0.007204, -0.005955, 0.157061
0.064301, 0.007482, -0.016152, 0.159917
0.112457, 0.016803, 0.014179, 0.159564
0.087097, 0.017091, 0.004157, 0.159874
-0.087677, 0.017173, -0.005843, 0.158513
-0.047882, 0.017524, -0.015915, 0.159896
0.040649, 0.026902, 0.014381, 0.160310
-0.077118, 0.027294, 0.004361, 0.161192
0.009644, 0.027615, -0.005737, 0.162107
0.054138, 0.027987, -0.016006, 0.163145
-nan, -nan, -nan, -nan
-0.051880, 0.035811, 0.004380, 0.154040
-0.076202, 0.036177, -0.005294, 0.154815
-nan, -nan, -nan, -nan
