0.031326, -0.001634, -0.019233, 0.125553
-0.673553, 0.007087, -0.018330, 0.121762
-0.235016, 0.015827, -0.017871, 0.120416
-0.656097, 0.024138, -0.017079, 0.117249
-0.358322, 0.032750, -0.016468, 0.115457
0.321518, 0.041381, -0.015974, 0.113865
0.669556, 0.048611, -0.014980, 0.109122
-0.361908, 0.055739, -0.014212, 0.105463
-0.121429, -0.002151, -0.010067, 0.123843
-0.409210, 0.006654, -0.009535, 0.122694
0.133759, 0.015221, -0.008978, 0.119709
-0.224030, 0.023704, -0.008355, 0.117589
0.182831, 0.032150, -0.007824, 0.115120
-0.197525, 0.040514, -0.007242, 0.112892
0.591736, 0.049346, -0.006786, 0.111970
0.544937, 0.056628, -0.006118, 0.108088
0.368790, -0.002699, -0.001149, 0.123518
0.044983, 0.006012, -0.000615, 0.121420
0.499634, 0.014513, -0.000119, 0.118540
-0.235199, 0.022952, 0.000431, 0.116659
0.774094, 0.031419, 0.000879, 0.114528
-0.397186, 0.039780, 0.001390, 0.112396
0.715576, 0.047714, 0.001854, 0.109652
0.503342, 0.057218, 0.002353, 0.110256
0.081177, -0.003215, 0.007609, 0.122620
0.794647, 0.005428, 0.008045, 0.119873
0.323730, 0.014053, 0.008537, 0.118819
0.576752, 0.022312, 0.008936, 0.115955
-0.087677, 0.031094, 0.009475, 0.115028
0.399567, 0.039807, 0.010002, 0.113817
0.802307, 0.048457, 0.010456, 0.112337
0.424713, 0.055390, 0.010677, 0.107740
-0.639160, -0.001004, -0.019111, 0.128396
0.172485, 0.007773, -0.018333, 0.125743
-0.294556, 0.016432, -0.017740, 0.123542
0.292435, 0.024775, -0.017039, 0.120747
0.622284, 0.033097, -0.016333, 0.117930
-0.204407, 0.041267, -0.015671, 0.115319
-0.130035, 0.049276, -0.014955, 0.112595
-0.052780, 0.057244, -0.014357, 0.110382
-0.686646, -0.001483, -0.010056, 0.127457
0.273666, 0.007170, -0.009395, 0.124540
-0.519257, 0.015720, -0.008865, 0.122288
-0.285675, 0.024238, -0.008281, 0.120603
0.545044, 0.032855, -0.007786, 0.118905
-0.401367, 0.041436, -0.007261, 0.117140
0.311295, 0.049872, -0.006740, 0.115196
0.596191, 0.056369, -0.005995, 0.109725
0.413345, -0.002044, -0.001107, 0.127464
-0.234207, 0.006665, -0.000590, 0.124847
0.290512, 0.015075, -0.000050, 0.121586
-0.250900, 0.023407, 0.000463, 0.119254
0.558838, 0.031827, 0.000945, 0.117191
-0.405045, 0.040132, 0.001389, 0.115043
0.796265, 0.048385, 0.001912, 0.113064
-0.186813, 0.056311, 0.002347, 0.110582
0.319641, -0.002545, 0.007648, 0.126055
0.350525, 0.006154, 0.008143, 0.124595
